appearance_id,scored_flag
2883782_188911,5.981525893280235e-07
4641461_232219,8.306238040611154e-07
2460763_36182,0.8500712382504151
2321178_1073,0.5589313371496512
2726775_255744,0.17201998641920963
4364495_221992,5.180050746597539e-07
2289313_96788,0.1350544150786545
2289382_127826,0.8790740008788449
3851109_174915,0.3967553238308558
2897160_294808,0.6096611430632586
3201775_74861,7.826169697358303e-07
3886312_255508,0.9187663183624117
4445438_1067225,0.264398308381817
4648353_482102,0.21529464624606248
4095262_404842,0.08417785530052316
2865031_265625,4.969929909797206e-07
4393144_306462,0.25846854902076194
2470284_85213,0.00102081566599391
4635204_187718,0.012874545337952988
2872156_57500,3.030534240752638e-07
3415336_163724,0.06194613382810168
2351931_45397,0.4715191626231755
4626024_1012534,0.09181517716012053
2244025_2587,6.173974518978286e-07
3707317_65318,0.33720167501816806
2875139_152241,9.698084935625614e-07
3412976_44466,6.126631079489174e-07
3081365_111196,0.26438180352187857
4208071_388519,2.097260415277582e-06
3592062_433177,7.486957955373071e-07
3592157_112988,5.737506771764465e-07
2262505_171209,0.9475700272208869
4103762_25488,3.165729352201608e-06
2609677_5686,3.3099928057551195e-07
4665011_491296,0.06528946905149359
4647846_295024,0.661265417051373
2460721_48298,1.118574770564708e-06
2650365_130149,1.445418473818187e-06
3598300_272704,6.27583705500086e-07
2329443_46007,1.6187523494830283e-06
2897399_286949,4.0814167776589555e-07
4367828_315211,1.2414402275419582e-06
2698428_126665,3.965832835385752e-07
2925750_119434,0.31394511442198547
2698107_86792,7.524700790533837e-07
4361476_333241,0.7706540413120728
2330917_35748,0.5385067592744961
2222595_49589,4.352800728028028e-07
4095299_392757,4.7631035042772036e-07
3840033_131225,3.394945161082655e-07
4150612_451311,0.04943500636932015
2244029_30710,9.581435068258118e-07
2494477_164715,1.454317274030652e-06
4634141_387106,1.0703111044684683e-06
2668504_249565,3.973157271263773e-06
2242994_7476,3.387511479391451e-07
2475187_49500,0.1899553922666868
3429831_341317,1.1850675963543353e-06
4444775_315236,0.15651531845098773
3084087_45864,0.8567248602430977
2921875_27017,0.0011604040713597827
3212610_379249,0.16522690806676185
2604215_167895,5.322479131568382e-07
4132852_198021,8.425435870822014e-07
4737020_678194,2.0096223983205896e-06
2872389_69633,6.055418907329944e-07
2352005_27613,0.5352362644335596
3602491_38801,0.8253924298360759
3889075_733083,0.06697141507205139
4089529_92248,4.853281773523459e-07
2683500_24131,3.3571837026498685e-07
2728498_67341,4.127357084662892e-06
3925891_145981,8.209894034014967e-07
2244029_7054,6.860304035260496e-07
2352039_25841,0.6550645688070268
2231434_49723,4.670642535958341e-07
3852609_371013,1.4197288102957274e-07
3860531_685589,0.06938163268953511
2600631_386552,0.13332008451247018
3289601_129129,2.000560557434228e-06
3840191_649033,4.432598489199993e-07
3239019_396638,4.997001517609226e-07
3211399_430761,0.49074598001465697
2718922_266795,0.5812941868942134
3588486_42936,0.9483196046305312
4140355_159142,1.4188771647873472e-06
4120717_207074,7.993372484323096e-07
4096271_598577,6.130268439380323e-07
3418065_45660,0.5415760937480837
4373960_659516,4.707804203009848e-07
3415358_660319,5.788047107560396e-07
2512787_174285,2.2615754364736387e-06
4094859_816580,0.17772352739559197
3602455_260229,0.018989327817753407
4373628_159471,0.8741686111706747
2359486_6160,1.3546952799777713e-06
2250463_19301,1.1901683640683231e-07
3429856_66934,9.254016270220989e-07
2884396_257456,0.5320841986131878
2475430_74230,0.9135908271635547
3432193_578737,1.126553340119204e-06
4370182_570385,9.434319150713811e-07
3120708_59187,0.6566265164854848
3828498_164647,7.594704298737436e-07
4103829_412660,8.810972174281309e-07
4649311_623553,0.5938464340739047
4373475_295630,7.393869587890664e-07
4092085_318426,0.8903692993147716
3616381_245023,0.3920168674334118
3219120_144028,2.9696838462660215e-06
3889743_790245,0.17786820431247158
4094643_283127,4.591867456618625e-07
2258323_72203,4.73997984108053e-07
4361420_541231,0.2581771524579976
2581763_53622,0.6009302586784393
4641327_578680,0.022323485200496058
2883773_141050,0.6066543683928693
2559115_35047,6.638003220852771e-07
2718727_39151,3.8917051583306246e-07
4635051_991487,0.16894664512185362
2883687_264014,5.85578769133417e-07
2581731_82361,0.0015223307489851106
3612967_100160,7.783497005060212e-07
4502595_181687,0.5923085791563756
2284472_7568,3.8543576577829223e-07
3298484_375668,0.011499580441288626
3845025_410158,0.28324961822214295
2609750_134712,6.457994208060481e-07
4373787_196231,4.3698240879240635e-07
3432024_139395,5.173850617110023e-07
3420842_111422,0.7744210037685478
4272782_703497,0.6635587488663254
3334901_38801,0.9681087199984612
2872284_132098,0.9419447286547736
3598135_272704,0.17815830398830168
3290297_34285,1.0428585091127885e-06
2718842_74229,2.466847557363815e-07
4096172_337333,6.523799735934708e-07
3462297_313094,6.879822137279724e-07
2557618_121137,6.912977549647921e-07
3597890_25520,4.240088231920793e-07
4620959_618341,2.655309968974288e-07
2579885_223431,0.058622609029820534
4361453_306024,0.9752036944813873
2674401_95604,0.8495784595099024
2578164_5658,0.00037966021933328096
4626034_470607,5.396705050286919e-07
3098029_18944,0.3320717613343269
2577941_49655,7.776657839618954e-07
3839416_406640,0.2715448857311826
2594484_150948,3.456018348231333e-07
3141137_235274,7.916967276735403e-07
3118260_82597,0.01819848008892335
3839448_85906,0.10637194849094755
2346108_77005,0.4994808452102057
3589340_234802,9.585733119887006e-07
2231590_26878,0.8352664727961159
3539336_342047,0.06561415743123797
2460665_31041,0.22788507204599456
3869051_375380,4.875312239182677e-07
2872284_119164,6.441860452957086e-07
3450657_335100,7.660702734960715e-07
2872344_49755,3.602061462060216e-07
4094619_187718,2.8773918051876003e-07
4095459_548470,0.017034848037025402
2346375_157979,6.804885626577253e-07
2475227_221899,0.9574376462895481
3195021_236041,6.433815319755177e-07
3869267_324803,0.26580508580729895
4120585_193158,1.270512298580602e-06
2367347_7593,5.763098821929988e-07
2242950_53077,4.966064682186438e-07
3211505_236966,9.279897794454118e-07
4784348_40433,5.090681331095562e-07
3451625_118022,0.3062498762620109
2250219_7326,6.102062152143986e-07
2698090_33639,0.9290667550052277
3889002_416465,3.972469741485476e-07
3252197_69751,0.13529927174627493
2903746_81831,6.68423440206538e-07
2508371_91448,2.0557491084884923e-06
3889065_462141,4.887263257044732e-07
3415301_241457,7.577643236944804e-07
3063750_267614,0.8805100392411092
2478708_12907,4.7323806899237025e-07
4374228_602124,3.595431702407618e-07
3415271_142929,0.2637282867925439
3075456_102572,5.050416732289814e-07
3844915_528833,0.35508348898044695
3588786_161869,7.081862101110162e-07
2483443_25441,0.02042834660407079
2242961_183647,6.310034990245673e-07
3229493_255901,9.99513540355973e-07
4445416_294746,5.052569252466429e-07
3219309_88971,3.6244527645158993e-07
3050169_52119,9.48902121346805e-07
2594757_240900,6.414736703008593e-07
4089544_670103,7.718662310312175e-07
4096117_413843,4.555088159075515e-07
4096224_175722,6.121076259897126e-07
3050567_58993,0.20012041237225486
2722766_241007,1.280798793516367e-06
2334961_36637,0.3705279027039451
4225541_230552,0.6922530855782875
4393197_581429,0.5188825876758407
2489371_126412,0.03157458096510568
2459617_106634,0.39942766276834357
2903799_14768,0.32778072257927554
4645539_108390,0.0022572750379267576
3860271_275935,0.34031479247678376
3890086_148215,1.093097332106952e-06
2609702_236400,0.07913431414276549
3219389_234803,0.18662703769920358
3851149_598399,0.9398871425858548
3614672_256448,5.002627066349477e-07
4373597_402008,0.05793187165834634
2231544_164265,8.539916251471302e-07
4095343_571743,1.1284966345084971e-06
3420672_80312,0.0005630052594688495
2224921_49656,5.463072098117729e-07
4129706_11530,3.977196144593444e-07
3212627_109256,0.6588091929237586
2250399_30668,0.5708256165334743
4098976_719456,4.02018979840054e-06
2578107_6636,9.511772117660308e-07
2878317_44352,2.7870932387890983e-07
3234753_88615,0.11405957359868839
4445421_664809,1.1629807201580405e-06
3844922_163222,0.6925238786721406
2466855_197157,6.653077361694494e-07
3588408_147359,7.340182881656708e-07
4098825_432403,0.5178933858887514
4368739_743587,8.37081752306793e-07
4445166_80293,0.1124147078282623
2223891_22628,0.0026610129104044874
2266367_60129,2.551069719405767e-06
2721024_345345,0.33197198962034274
2368441_52312,0.21995987109986567
2899566_65230,0.08199506872331234
3598062_240752,0.8394743796746954
2744426_109598,0.22520221926376066
3852768_315253,8.208310913669901e-07
2359236_19636,7.418041031986887e-07
2604233_75127,6.250477208199792e-07
4645549_596122,5.203164794843267e-07
2698229_74768,3.856014026284607e-07
3716654_169687,0.00026577498711748696
4376380_724969,5.270936221075031e-07
2600626_181767,0.012202996641914108
2258962_44065,2.4974778938606634e-06
3394889_635336,8.36487411584169e-07
2590615_27470,1.1384269499125283e-06
2243957_8709,1.3060130650597452e-06
2526198_175597,0.3098507199219781
2589127_264014,0.0011431141373543685
3969487_150212,0.0003891309980225348
2243086_69609,0.4557030109113332
4098172_470394,2.402753805078201e-06
2712628_375657,1.1654283373291645e-06
2460812_18918,5.21890627987835e-07
4648067_1071252,0.5198082885858227
2720807_57723,0.5175737782812355
2594766_44069,0.29035638708545275
2251457_80351,3.5651837385937424e-06
2698011_19948,0.00013016811930413995
4625781_479999,5.626889522401342e-07
2487345_15018,0.01846263661111187
2469537_171043,5.66715828434527e-07
3047581_148607,5.773498892814232e-07
2602706_410213,0.15623744700203188
3838032_214056,3.437309435093775e-07
4272768_378953,0.3886936687170867
3580269_345748,0.24708354708686975
3413149_341710,7.911096547622733e-07
4547802_476701,0.028027985010281205
2611267_37837,0.45177244717051596
2244040_46056,1.7021170546431748e-06
3591958_53622,0.43745830327401736
4407734_411975,0.12864620986948153
4096158_362977,4.7318852341076943e-07
4120650_396532,1.0500497807939768e-06
3203501_422380,4.931105482127078e-07
3621419_487469,6.145310994405396e-07
3613199_215616,0.4894064475222762
2640740_102740,8.107914634010994e-07
3890030_281807,8.789547721437091e-07
4120628_343492,0.903753481665573
4377075_538918,0.9300335061380127
3589209_508941,2.392959739887767e-07
4646122_758845,0.850638049672323
2469412_264299,6.300518498638383e-07
2899865_51587,0.85533839996861
2645809_76277,3.3090079135839885e-07
3714017_39125,0.16408541322032172
4407773_502722,6.877376791232498e-07
2732135_249565,1.4522918010195513e-06
3840075_688707,0.09333092850601839
3588821_548650,3.4440854284653384e-07
2707837_111830,7.548580262899389e-07
2341231_148928,0.615959539641853
2346131_26014,1.3378614494830626e-06
2342583_76326,2.1404768851655598e-06
3081377_92899,4.286606225123911e-07
2867402_360514,6.606876573818601e-07
2222797_44432,1.9563318856903292e-05
3063730_160929,4.013558393571903e-07
3050335_169555,0.9098463895607334
2242978_58112,6.310882306390317e-07
2460670_35383,0.15136646607118664
4646735_226802,1.3663964961952681e-06
3216100_361093,0.4967795079818006
4627485_627196,1.0037191106332667e-06
3911737_148365,5.017426205489808e-07
2604251_39118,0.00038706924555194415
2732124_311489,0.93665962094413
2332048_58361,5.988634376496763e-07
3069913_15511,0.600352688235322
2512196_25289,5.279958108155647e-07
3421854_253677,4.2347622623657466e-07
2351981_16230,6.617993611758887e-07
3690463_93604,0.22558834356665525
2335671_58051,1.1141987413902779e-06
3462348_448844,0.12173617059498092
4645560_250845,0.23379096370788147
2271097_29366,0.9771127499549424
3201793_182614,9.033651707486809e-07
3219170_348623,0.4339125610469752
3598380_395695,5.645027925669064e-07
2604170_30638,0.2957780022837563
3201323_450714,1.1278472287974737e-06
3860409_63342,2.474814500292062e-06
3219249_52769,9.067389655691614e-07
4374223_354361,0.4396206228841909
3839587_93604,4.812093281367542e-07
4705684_678655,8.04102418221402e-07
3603088_125158,7.274433378770593e-07
3860250_45671,7.945793340881816e-07
4368552_644408,2.086254379812213e-06
3088889_157391,6.230818182628663e-07
2613674_169681,1.1858593202324305e-06
3451070_67080,0.15131372737070248
3890171_337290,0.0007909510755531908
2722893_293213,8.499240270950408e-07
3700972_478601,0.7932789099497025
4096106_242063,0.04773010111247849
2701671_39910,1.3667118009407287e-07
4620861_849520,0.7075926489471078
4648054_594276,0.9064923809344766
2985420_383565,2.507290941044747e-06
2423920_73700,1.7700858259248534e-06
3889091_630032,0.2832785631807808
2718995_300168,3.831805563438235e-07
2240121_23265,0.1301829035493066
3077249_165012,1.2843452099935622e-06
3661863_81455,0.2701263528199979
2581306_232964,1.153011586085852e-06
3395493_340921,8.048497361039215e-07
2284481_80073,0.6404357299888597
4367868_569386,4.2821159395224535e-07
2717380_419293,0.8450592478230813
2478620_7093,4.6308878850954627e-07
4396935_54781,4.4441895430304364e-07
4626162_557459,3.3693314428731184e-07
4098216_747017,0.049315527271286436
4814371_581678,0.4739588750571836
3420963_166581,3.5033076658038413e-07
3851114_585339,0.8846323342096096
3432003_235568,0.8162626283514598
2884395_194214,1.078841726587005e-06
3487169_190513,0.544726221311444
2581654_191422,0.35007937764522995
4098986_110822,0.37858020871078096
4103632_406040,6.95863752703649e-07
4109380_840836,1.3469985616224205e-06
2847887_49251,7.331282295428777e-07
2243077_21369,0.7107603898747767
2486726_36814,2.6342266032484817e-07
2289262_44629,7.92687351878334e-07
3210312_183499,0.7083950511583759
4405341_907813,3.171442627331831e-07
3058414_106872,7.871833875577583e-07
2899828_12249,7.138259719751887e-07
3426694_288858,1.0443801214497344e-06
3840405_221873,4.805553187483797e-07
2765935_39099,0.4458775811653518
3838655_546543,9.604832916421082e-07
2594554_79422,0.0002608122922302308
2353769_157509,0.5336356215770108
4109540_454567,0.6328439442913204
2718750_59344,0.32479544292130785
4635104_298975,4.1220061884341174e-07
3828473_97503,7.35300271143362e-07
2664151_36207,1.430045900624871e-06
2700769_96167,6.455332185719801e-07
2475324_35539,3.982787377117016e-07
4095406_284730,0.3062616199108044
4396779_726697,1.0014405826489616e-06
2942786_323704,2.3616879421104144e-06
3944820_892053,1.3923418419587185e-06
2883855_9410,6.510079685045562e-07
2917387_75287,6.550671872253983e-07
2872367_119269,0.4669329337725056
2475410_71548,0.03103398855546519
2222739_129103,7.73165382152085e-07
4367935_241477,0.036288076818307466
2240111_103278,4.776624481118121e-07
3063712_229625,8.473437859897808e-07
2329810_151471,6.391245770779998e-07
2270894_54793,0.6904025082420158
3223153_53536,6.505070921631284e-07
2231465_25441,0.09515000297580947
3890117_504543,0.31706076630670366
3588199_136181,8.140760341545955e-07
3589291_61891,0.05375185264019625
3069893_344393,0.02950737290540073
3589331_538874,2.1204823070786654e-06
3047581_4811,7.567002397616245e-07
3828444_164693,0.20888725875084468
2329871_9410,9.047845164757811e-07
4373586_504153,6.554874484128744e-07
2697597_167798,0.6623514612023215
4405345_64399,2.523695879460709e-07
3433257_55769,0.23041945375340847
2681469_106641,0.9183805006249349
4641282_140808,3.051073194872544e-07
2242927_45314,0.47150942074127306
2475304_58281,5.648914428161438e-07
3433509_165895,1.1999715727510099e-06
3415466_187718,0.05910468198421085
2459744_55751,8.208829662699745e-07
3047844_157507,7.039343833066375e-07
3886508_375382,0.3291032372934364
2707830_59543,7.261776902641599e-07
2270875_41112,0.511829757234095
2224818_18949,0.6056937181701282
3219335_42710,4.134201337353642e-07
2223106_9794,7.80672326826586e-07
3210086_164770,7.820629072086386e-07
2609790_5339,1.0517002267579829e-06
3485242_284730,0.09686177145085448
4363768_503866,5.237727317758482e-07
3092955_174488,9.598935026645582e-07
2518601_44629,0.15456511015614552
4665070_199179,0.0029093844247919474
2888304_56628,7.262053215605676e-07
4221297_365108,0.5667622949380882
2735514_37647,0.7770861144290391
4641625_205940,6.439871415120437e-07
3621513_617679,8.186717655688033e-07
3420984_111072,8.162030905828066e-07
4103641_293200,8.942421822519046e-07
2223032_52937,0.15387274260619446
4259185_331505,0.16271294468577394
3395500_238029,0.08264909057090329
3851337_296340,5.58336634222347e-07
4361385_480692,5.46082490508244e-07
3089416_163568,2.1239927755452422e-07
3451472_329145,3.0096336752107566e-07
4635058_190393,0.8159812653991068
3201260_350894,0.1470487207118195
4641622_701055,0.07281037101033597
3283801_419845,0.5222135703703392
3611443_676318,3.784744731529691e-07
3457466_112822,2.696972744862577e-07
2613676_56115,9.000437941425808e-07
4373615_284010,0.9176624666988128
2581176_38434,0.04111984636271682
2726243_155861,1.0399622991677713e-06
3429858_194460,0.21948683192795707
4396672_627224,1.2932714880989604e-06
2578099_74088,1.4940806192524717e-07
2933478_206740,9.372558280509566e-07
4097944_596148,7.322105227534292e-07
4171230_433049,7.390901209556411e-07
2726669_45581,0.12679440150766388
2240146_56315,9.73760926627584e-07
4623793_848124,1.0700863720058425e-06
4098844_476237,0.7021498774164375
3223100_333004,0.2744722786342188
3607553_137616,0.031449178876022714
2494402_242760,8.344666231539546e-07
4095379_286047,0.000299296217534771
4368026_288233,6.897589956442938e-07
2332201_17273,5.408274320401044e-07
2865130_172202,0.7447650679419627
2224856_13483,5.381554882920036e-07
3413168_216804,4.3934106387932455e-07
4103604_876298,4.122311014755111e-07
2811655_292357,0.17584774451666402
3462262_163656,0.24694387354191877
4559306_733438,0.20155860023737038
2590593_47024,4.784415223807064e-07
2810023_374081,2.0590309302167243e-06
2222599_113914,2.9078156489974505e-07
4665063_215864,0.09927405989404295
4246517_511534,0.28592137162394804
2897216_5858,4.165992401733745e-07
4368435_514887,0.913023642735377
3645042_439072,1.4123299565455886e-06
4192171_333098,0.5495436442928008
2718911_65467,4.731551463987026e-07
2478728_9824,0.9383293710470899
3974017_183288,0.1568633299338801
2227578_49098,0.32021965267833735
4094770_392770,0.7952892005823109
2480904_215596,0.43023678523356207
2331174_7602,6.362375604390375e-07
2482266_27305,0.015861914246494867
2251470_37389,0.9316824964731841
2587023_276896,0.3210655157840235
2242941_57162,0.5736490950247468
3069410_397090,0.7980375116806974
2335645_26200,4.4393874004568364e-07
2609357_56005,1.5329808234131655e-06
2720879_346767,8.171995424168906e-07
2359438_35491,3.9615678265397343e-07
3748474_118302,1.034865471252447e-06
3851189_707844,2.0900714204427658e-07
4506888_120095,1.0359971195130978e-06
3420440_130041,0.39872496342573094
4647887_801693,0.028937741447354046
3433212_54906,0.05681691332341564
3223283_291760,7.695029841629829e-07
2478857_199976,4.553528578678327e-07
2329891_39475,0.9271220185444203
2486831_7589,2.558503777330376e-07
4645612_429790,1.2278502355898114e-06
2581977_43257,1.0155323236896639e-06
3063685_290405,8.013859578907731e-07
2341045_162074,4.484992112791608e-07
2384520_45624,0.13240259800635926
4373338_242086,1.0709724799880995e-06
4648650_699679,1.0404995928491554e-06
4646164_917287,0.5034763525323094
3886515_522784,1.4648000322386984e-06
4036099_268273,0.2809209865450243
2897239_349719,0.22531146444561437
3050192_207929,0.8931406955137632
4112915_844637,3.714461306655837e-07
3223167_199633,4.409517440514786e-07
2942676_190780,0.957080472716329
2872282_130164,1.9839840430086352e-07
3076251_24000,1.1312466288283252e-06
2594841_351478,0.84742009123161
4625971_470607,6.084893446863737e-07
2609435_69819,1.2293802085591167e-06
3302952_125754,7.051395566687117e-07
3413839_294772,9.96419843376826e-07
3592258_262749,2.532535023638589e-07
3451674_42732,3.697971423694011e-07
3098046_406625,0.4061604334520108
2720911_155395,0.8305228370861225
2329411_77655,0.48895735039176913
3451101_51510,1.2524993856132814e-06
4626791_73327,0.0017411046270350966
2437596_74418,0.9063695849861487
3613177_52281,0.4581187856812314
2345732_179844,7.334871643062143e-07
3947819_241686,5.988203643682932e-07
2222817_14219,2.1754333193643546e-07
2700929_283196,0.936315583689589
3394944_81460,0.205817366279738
4641222_450958,9.518129864807992e-07
2330861_5672,7.446629009944142e-07
2284436_39259,7.567056224919966e-07
4113106_342385,2.697810457355569e-07
2888304_191834,1.2550182772941067e-06
4625998_495666,1.9489262546609127e-07
2864876_94298,7.321322537851661e-07
3869314_401931,9.648718066335936e-07
2227578_148558,0.07840727719917363
2726565_48974,1.5059700439230325e-06
2718497_45548,5.317056950306901e-07
2478665_145581,7.055474070363969e-07
3909965_59136,4.5166362887365984e-07
2611496_51984,0.15324949980930322
2258930_40822,1.6434053556578558e-06
3588562_326029,0.7200608819671945
3491228_287431,0.2654657554755484
2636824_61087,0.8232971385259208
2872074_215864,1.4076505742152094e-06
4113106_112515,0.014237620959273138
4715968_76028,1.8891973482748257e-06
2698374_183334,5.064550299812878e-07
2518662_6087,1.3965224023026197e-06
2883879_8548,6.103738131662096e-07
4626015_568006,0.051950491028434326
4649221_532732,0.7846220518125412
2223962_120091,4.7514418115451123e-07
2982784_38801,0.7953190176905333
2518639_56796,9.805195023101398e-07
3122167_72171,6.117936188508133e-07
4626128_397033,3.325341037181186e-07
2718908_44501,0.48817851380422905
2577960_85314,0.6098691408448129
3621393_644158,0.9377764715364858
2817330_105695,0.06997279034866748
3413048_228645,0.9807549308068148
3621391_481628,5.202309881854102e-07
2720815_48206,6.510619775468643e-07
3096319_260672,0.2527337815675102
2581312_97503,1.977840875532887e-06
4403425_355761,0.8174436276626434
3047816_236400,5.622107656070111e-07
3450565_221766,1.090963436570445e-06
2250284_30617,0.00827178714041931
2600634_12029,2.534265566600336e-07
4092064_793509,3.34340997478336e-07
3431987_196792,0.348984272510646
4408281_419845,8.511586062113813e-07
2321289_25727,3.5713904991700605e-07
4198832_510782,0.7711442892169436
2700921_251106,3.2729212948656393e-06
2341366_63723,0.0449983480705176
3497454_281552,2.2604990014967428e-06
2341079_255653,0.48418215250278346
2284524_7326,0.2596328186258848
3839455_277179,7.636961724095624e-07
2478709_6012,2.2886059586596703e-06
2329692_154351,0.0010530297265281031
2224621_46478,0.3030407718985267
3415422_640735,0.17737387078093755
2653891_182424,0.373258685991888
2872228_122223,3.8857136626876363e-07
2331981_4267,0.000569128022759133
2588979_79573,3.8392985626072916e-07
2251554_60128,4.62754981820348e-07
2897478_111893,0.4218833805059092
3309705_342255,8.657783515261033e-07
4089546_658534,1.9692352018057057e-07
2342357_216662,7.512820662694623e-06
3925971_395659,1.0300491650346017e-06
3860478_136184,0.2800367975462752
4368801_773961,4.57354725269478e-07
2871681_21327,3.092009359128033e-07
3415331_569845,8.471181027627618e-07
2250409_126014,1.9917730467003916e-06
3141130_185566,1.9727577833719083e-06
4648336_320411,1.6009299808465867e-06
3071953_203855,0.03884805118749459
4634441_533295,7.452058543254201e-07
3450774_155806,0.15506913898388788
4373514_562948,0.31921251947973295
2578265_61644,0.349534576871654
2340291_51058,0.7433948648151377
3610328_349066,6.067040463692559e-07
3224729_16756,0.4650423124710197
2919897_262226,0.7146019622093412
2382299_36237,0.11459063883443783
4626097_1111589,0.24670553749472843
3451100_184767,0.030395321803965765
2240176_237663,8.010513540724074e-07
2284469_7520,0.8313588992061507
4646266_212243,6.264357256422906e-07
4096238_724104,3.8425846116754614e-07
3079479_448344,1.9986209102476712e-07
4387837_293213,8.316160000533578e-07
3869194_469952,1.4460143219513901e-06
3394850_196229,8.82191169089099e-07
3607528_291417,1.7002251932126635e-07
3047793_296802,1.6048714701945617e-07
2634104_177280,0.5940626056749736
2513006_66515,0.9341994564814401
2903798_193116,5.473693142830191e-07
2331963_45121,0.9547241634021989
2482221_29364,4.966673564272667e-07
3050515_186590,0.008557408706635513
4374256_406625,1.984339985214064e-07
2704364_109256,0.0419273432014233
3851154_649490,1.2730078617289178e-06
2609735_56794,0.06532060358458841
4396643_169681,0.26154684229430064
3598134_188914,0.5775357588298474
2604073_224088,0.764975813984368
4120756_1045568,3.188812743357428e-07
3088886_410158,0.22266367871305684
4096057_193033,0.9508284687970698
3223060_136212,1.107807302737767e-06
2270861_51954,1.0870979441323109e-06
2243876_58816,5.569915848294958e-07
2359455_19083,6.683600473900263e-07
3651078_157635,0.3681137080209802
2842667_66587,7.572696310464774e-07
3621456_203348,1.0229066732568972e-06
4436226_349503,0.745906407294877
2581742_31007,0.5597303314167931
2647470_19446,0.2741913983519468
3316886_212862,0.0011325779019801493
3851122_208552,0.8420170281197794
4645861_935231,7.882930216850143e-07
3415420_395695,1.9087085673250814e-06
2888315_326031,0.35521116417181375
2899774_72047,2.844529096167634e-06
3098023_377665,0.2860683762316367
3142745_55143,2.1283677982121814e-06
2470269_120630,9.249723360279004e-07
3117063_295183,0.09359690627377364
2755699_34495,4.177602151820174e-07
3216215_500067,0.8844228138901303
4109467_504073,0.027196678565531925
2223996_3292,1.0411460560288557e-06
2718891_55240,1.0499198650647955e-06
3598281_272855,3.226881462674269e-06
2590620_8559,9.414954390858812e-07
3394793_283196,5.662962003701765e-07
2814845_266807,0.8938532472140736
3229397_312862,0.34149103167685363
2518527_131667,1.0875500985357087e-06
3229274_222223,3.859363240840562e-07
3869205_701325,1.076345318413713e-06
4408298_749186,3.913358871345371e-07
3851315_272704,7.004648318030627e-07
4129788_110695,0.6178453803997862
3869203_813109,8.69319343573686e-07
3869119_788861,9.058776248823177e-07
2942747_174196,5.205150958481009e-07
2872112_111275,6.292424524037249e-07
2258922_45395,1.5400758702234562e-06
2698269_363205,0.8016641350145919
4777065_720287,1.7467268477835417e-06
2844531_498899,1.1066964223403665e-06
2224902_31952,1.91880635724077e-06
2251949_119569,5.114004714411551e-07
2720873_64672,4.260991257653497e-07
3451160_79642,0.8043675831541287
2224012_28335,5.584074917316426e-07
3255925_193515,2.835759176015511e-06
3208688_58330,5.896730066673519e-07
3415394_292806,0.4687908232758252
4648068_1261862,0.042667155178291595
3081340_102745,8.763842663175124e-07
2332232_50202,0.8105835443802076
4373986_433984,0.2889514878924749
2604191_252767,0.44709164802040025
3199519_490417,0.546554885740741
4090203_412952,7.392633848571536e-07
4647979_985825,0.5040542149186606
3050175_128969,4.800718692386079e-07
